Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
2025-03-28,19.3,47,933.4,8,70
2025-03-29,31.3,80,633.8,8,40
2025-03-30,17,77,1853.4,5.1,50
2025-03-31,17.5,79,685.6,7.2,70
2025-04-01,15.1,75,1490.3,7.3,70
2025-04-02,20.8,66,1425.1,6.9,100
2025-04-03,29.3,79,1016.1,7.5,40
2025-04-04,25.8,77,1303.2,5.5,40
2025-04-05,21.3,30,613,5.5,70
2025-04-06,34.5,75,1116.2,7.6,40
2025-04-07,25.3,69,1908.3,5.1,40
2025-04-08,22.5,52,1902.1,6.5,80
2025-04-09,34.1,72,1466.3,5.8,40
2025-04-10,24.5,85,999.8,6.2,80
2025-04-11,34.9,41,996.2,6.4,50
2025-04-12,10,84,522.6,6.3,50
2025-04-13,29.3,60,1332.8,6.5,70
2025-04-14,27.4,52,882.9,5.2,60
2025-04-15,29.6,86,1645.8,6.1,30
2025-04-16,27.3,88,1824.9,7.5,20
2025-04-17,28,72,1990.4,6.2,30
2025-04-18,32.4,65,1128.8,5.3,60
2025-04-19,26,64,585.3,7.6,60
2025-04-20,18.8,76,1527.2,5.3,50
2025-04-21,21.8,67,700.7,7.6,90
2025-04-22,19.8,60,1219,6.8,100
2025-04-23,27.2,55,941.8,7.6,60
2025-04-24,22,65,1470.4,6.2,100
2025-04-25,11,73,943,6.8,50
2025-04-26,17.9,58,1298.8,7.2,90
2025-04-27,22.9,39,1663,6,60
2025-04-28,25.2,77,1641.1,6.7,30
2025-04-29,10.1,71,1573.2,7.7,20
2025-04-30,12.5,59,1052.5,6.2,70
2025-05-01,28.6,50,687.4,7.2,60
2025-05-02,12,43,1966.4,6.9,30
2025-05-03,25.3,66,1067.7,7.9,60
2025-05-04,11.3,81,1741.5,6.4,30
2025-05-05,28.3,56,538.9,6,70
2025-05-06,11,83,1429.6,6.6,50
2025-05-07,14.7,51,1106.4,5.9,60
2025-05-08,33.6,44,1283.9,7.5,40
2025-05-09,31.1,48,1705.7,5.2,20
2025-05-10,25.7,67,761.2,7.4,60
2025-05-11,21.8,55,692.6,5.9,90
2025-05-12,25.8,67,568.6,6.5,70
2025-05-13,18.4,38,1668,7.1,50
2025-05-14,22.6,57,1433.2,5.9,90
2025-05-15,22.8,48,846.8,5.3,70
2025-05-16,22.8,44,738.5,7,80
2025-05-17,31.9,83,1576.9,7.9,20
2025-05-18,34.2,50,1740.5,5.4,40
2025-05-19,13.7,32,914.3,7.8,40
2025-05-20,11.9,34,1670.5,6.8,30
2025-05-21,20.3,78,1840.3,5.6,50
2025-05-22,32.2,66,1405.9,6.8,70
2025-05-23,13.6,82,547.6,7.9,40
2025-05-24,19.3,57,1825.8,5.5,70
2025-05-25,28.3,74,1416.8,6.5,50
2025-05-26,28.4,38,1466.1,6.4,50
2025-05-27,22.1,70,854.7,6.8,100
2025-05-28,22.2,76,1918.4,6.2,60
2025-05-29,29.4,64,1378.7,6.5,70
2025-05-30,13.1,51,975.4,6.4,70
2025-05-31,12.9,37,625.1,5.5,40
2025-06-01,26.8,77,1526,8,20
2025-06-02,24.6,40,588.3,6.5,80
2025-06-03,31.8,84,622.7,7.1,40
2025-06-04,14.3,38,883.4,6.7,50
2025-06-05,13.6,52,1230.7,5.9,60
2025-06-06,14.2,70,545.8,7.4,60
2025-06-07,21.8,67,1995.7,6.1,80
2025-06-08,33.4,48,1931.9,6.1,30
2025-06-09,18.7,33,1986,5.1,50
2025-06-10,31.5,52,786.1,5.1,60
2025-06-11,19.7,70,935.8,6.7,100
2025-06-12,22.7,59,1425.1,5.9,90
2025-06-13,24.2,46,625.1,7.2,70
2025-06-14,18.8,77,704.9,6.5,80
2025-06-15,32.1,71,677.2,6.5,50
2025-06-16,11.9,58,1087.9,5.2,60
2025-06-17,12.2,33,1271.6,7.5,40
2025-06-18,11.1,72,1731,5.4,20
2025-06-19,18.1,73,1955.7,6.6,60
2025-06-20,15.3,46,1023.2,6.7,80
2025-06-21,32.8,71,1560.6,7.4,20
2025-06-22,32,69,1921.4,6.8,50
2025-06-23,20.1,77,1750.6,5,50
2025-06-24,23.6,52,1261.7,6.9,100
2025-06-25,34.7,43,1421.9,6.2,50
2025-06-26,30.2,59,571.6,7,70
2025-06-27,33.7,85,1638.5,7.6,20
2025-06-28,31.5,56,534.7,5.1,60
2025-06-29,12.6,70,1683.8,6.2,50
2025-06-30,21,75,978.2,5.6,70
2025-07-01,30.2,77,872.3,7.2,40
2025-07-02,14.5,62,1985.7,6.8,50
2025-07-03,16.1,64,1335.1,6.9,100
2025-07-04,12,87,1314.9,7.8,40
2025-07-05,24.1,36,711.5,5.9,70
2025-07-06,34.4,83,1153.1,7.4,40
2025-07-07,32.9,65,1744.6,7.2,40
2025-07-08,21.3,41,1220.4,6.6,80
2025-07-09,23,81,1004.5,7.7,70
2025-07-10,15.6,57,816.4,6.2,100
2025-07-11,30.2,64,1132,5.8,60
2025-07-12,13.1,59,1971.3,6.4,50
2025-07-13,27.6,70,1396.8,5.1,60
2025-07-14,32.5,72,904.5,7,50
2025-07-15,18,52,1446.1,6.8,100
2025-07-16,12,46,1488.4,5.2,40
2025-07-17,16.2,75,982.2,6.9,80
2025-07-18,31.2,51,1261.4,5.1,60
2025-07-19,26.8,46,1323.3,7.9,40
2025-07-20,27.7,41,584.6,5.6,40
2025-07-21,17.9,71,1497.5,7.9,70
2025-07-22,26.3,58,1342,7.6,60
2025-07-23,25.9,70,1847.6,7.2,40
2025-07-24,19.5,74,1475.4,6.2,80
2025-07-25,19.3,80,1269.4,5.5,70
2025-07-26,24.2,36,1072.5,7.7,70
2025-07-27,20.1,68,743.9,5.2,90
2025-07-28,27.4,46,1326.5,6.6,50
2025-07-29,33.3,83,938.7,6.7,50
2025-07-30,12.5,60,812,5.2,60
2025-07-31,18.8,62,1666.9,7.3,70
2025-08-01,26.5,75,1244.5,7.9,40
2025-08-02,26.9,64,1233.5,7.1,60
2025-08-03,15,55,872.9,5.1,90
2025-08-04,32.5,65,537.1,7.4,60
2025-08-05,34.4,54,1995.6,5.6,40
2025-08-06,21.6,69,1672,6.8,80
2025-08-07,20.8,34,1766.6,5.1,50
2025-08-08,22.5,48,642.2,5.4,70
2025-08-09,26.9,84,883.1,7.7,40
2025-08-10,31.8,63,646.3,6.8,70
2025-08-11,28.8,64,1141.6,6.8,70
2025-08-12,14.5,52,1429.5,7.2,60
2025-08-13,11.1,67,1735.3,7.9,40
2025-08-14,26.8,84,1504.1,6.6,30
2025-08-15,21.3,34,767.9,5.9,70
2025-08-16,15.5,74,740.1,6.4,80
2025-08-17,22,72,1492.3,5,70
2025-08-18,20.4,55,1112.3,7,100
2025-08-19,11.1,62,1697,6.6,50
2025-08-20,19.8,43,1618.8,7.7,50
2025-08-21,29.9,35,1923.6,7.7,20
2025-08-22,18.9,47,1195.7,7.9,70
2025-08-23,25.1,89,1268.3,5.2,40
2025-08-24,22.8,47,1746.6,7.2,50
2025-08-25,32.3,83,1116.3,6.3,50
2025-08-26,24.8,71,1830.7,7.9,50
2025-08-27,11.1,75,1320.5,7,50
2025-08-28,26,74,893.1,7.3,40
2025-08-29,18.3,41,1591.9,7.5,50
2025-08-30,10.4,86,1345.1,6.4,50
2025-08-31,29.8,79,1794.3,8,20
2025-09-01,18,63,1407.3,5.1,90
2025-09-02,17.8,50,1133.9,6.5,100
2025-09-03,13.1,66,638.2,7,70
2025-09-04,34.4,84,1200.6,6.7,50
2025-09-05,14.5,42,1545.2,5,20
2025-09-06,33.7,40,564.2,7,50
2025-09-07,29.7,36,1818.7,6.2,30
2025-09-08,31.5,53,1220.8,6.1,70
2025-09-09,19.4,66,1167.6,7.4,90
2025-09-10,21.6,40,1637.2,5.1,50
2025-09-11,12.7,45,1017.7,7.5,40
2025-09-12,16.1,37,1184.4,7.6,70
2025-09-13,33.5,63,1029.2,6.9,70
2025-09-14,13.3,89,1626.4,5.1,20
2025-09-15,23,39,1753.8,5.4,50
2025-09-16,28.4,35,1889.8,7.6,20
2025-09-17,32,68,614.6,6.3,70
2025-09-18,25.5,64,1547.3,7.2,40
2025-09-19,22.6,40,1314.3,7.4,70
2025-09-20,29.9,52,923,5.6,60
2025-09-21,24,57,1940.5,7.9,70
2025-09-22,13,44,1981.1,7.2,20
2025-09-23,26.7,86,1757.4,6,30
2025-09-24,12.5,56,1423.6,5.2,60
2025-09-25,15.1,89,925.3,6.8,80
2025-09-26,22.3,52,1118,6.9,100
2025-09-27,32.3,56,1739.7,5.3,40
2025-09-28,28.9,49,955.2,7.1,40
2025-09-29,22,69,1328.4,5.4,90
2025-09-30,25.5,45,1811.9,6.1,30
2025-10-01,25.2,88,1237.9,6.1,50
2025-10-02,23.7,80,845,6.6,80
2025-10-03,32.9,49,660,7.1,40
2025-10-04,30.6,58,1338.7,7,70
2025-10-05,14.6,78,901.7,7.8,40
2025-10-06,33.4,74,566.7,7,50
2025-10-07,13.6,64,1485.9,7.7,60
2025-10-08,13.6,32,1490.4,7.2,40
2025-10-09,21.5,36,1907.1,6.6,60
2025-10-10,22.5,74,746,6.3,80
2025-10-11,23.6,36,1441.1,6.3,80
2025-10-12,16.1,65,1150,5.8,90
2025-10-13,17,68,894.1,6,100
2025-10-14,19.4,50,1968.9,6.8,80
2025-10-15,31.1,78,1571.3,5.7,20
2025-10-16,21.7,83,1635.6,5.7,50
2025-10-17,18.5,55,1933.9,7.2,70
2025-10-18,23.2,80,634.4,5,70
2025-10-19,19.2,72,662.4,5.1,70
2025-10-20,26.7,76,618.2,5.7,40
2025-10-21,14.5,37,1504.7,7,30
2025-10-22,25.1,85,1656.3,7.6,20
2025-10-23,21.7,52,1959.7,5.2,70
2025-10-24,13.2,50,1966.9,6.9,50
2025-10-25,33.3,67,652.6,6,70
2025-10-26,16.3,51,1778.3,6,80
2025-10-27,14.9,79,1311.1,7.3,40
2025-10-28,10.2,48,564.7,7.9,40
2025-10-29,18,52,1269.6,5.9,90
2025-10-30,22.4,46,1033.9,6.7,80
2025-10-31,30.4,63,1714.7,6.7,50
2025-11-01,34.1,57,874.7,6.2,70
2025-11-02,24.5,67,976.7,6.4,100
2025-11-03,11.5,76,1281.8,6.7,50
2025-11-04,28.9,79,1241.9,5.4,40
2025-11-05,17.1,84,1136.5,5.3,70
2025-11-06,18.5,60,853,5.7,90
2025-11-07,25.9,36,1688.4,7.8,20
2025-11-08,13,33,776.6,6,50
2025-11-09,14.6,35,690.4,7.5,40
2025-11-10,23.2,84,1470.6,5.6,70
2025-11-11,20.9,65,1013.8,5,90
2025-11-12,27.9,79,1514.2,5.6,20
2025-11-13,13.4,60,1992.3,7.7,40
2025-11-14,27.1,76,1369.8,7.1,40
2025-11-15,31.2,85,1038.4,7.2,40
2025-11-16,31.5,55,864.8,5.9,60
2025-11-17,26,69,582.3,7.9,60
2025-11-18,32.4,54,1289,5.3,60
2025-11-19,17.5,51,1256.6,7.5,90
2025-11-20,15.9,75,1558.7,6.1,60
2025-11-21,17.2,35,1021.9,7.8,70
2025-11-22,13.2,42,1006.7,7.7,40
2025-11-23,32.6,88,1513.7,6.5,30
2025-11-24,18.2,39,1764.3,6.4,60
2025-11-25,32.8,51,1985.7,7.4,40
2025-11-26,23,56,1671.7,6.5,80
2025-11-27,29.9,80,1701.4,7.1,20
2025-11-28,14.2,57,1239.8,6.3,70
2025-11-29,25.2,71,1670.8,6.6,30
2025-11-30,30.8,52,1267.3,5.8,60
2025-12-01,31.1,78,1248.4,5.4,40
2025-12-02,20.9,33,1940,7.3,50
2025-12-03,19.8,44,1423.8,6.2,80
2025-12-04,32.1,55,808.5,5.3,60
2025-12-05,10.6,85,1374.6,7.1,40
2025-12-06,20.2,42,1266.5,5.5,70
2025-12-07,19.9,35,903.1,7.3,70
2025-12-08,31.7,67,992.6,7.4,60
2025-12-09,26.2,82,1467.3,6.2,50
2025-12-10,17.6,72,1941.5,7.6,50
2025-12-11,22.2,58,772.4,6.7,100
2025-12-12,10.4,50,1658.5,5.7,40
2025-12-13,31.7,72,1048.2,7.5,40
2025-12-14,12,38,1309.4,5.2,40
2025-12-15,20.3,67,1223.4,5.6,90
2025-12-16,24.1,58,1120.8,5.5,90
2025-12-17,21.8,74,1638.9,6.3,60
2025-12-18,11.8,77,1097.7,6.3,50
2025-12-19,30.2,84,1636.6,5.7,20
2025-12-20,21.8,61,1584.6,7,80
2025-12-21,17.7,30,637.7,6.4,80
2025-12-22,26.5,68,716.8,5.6,60
2025-12-23,12.2,63,629.7,6.6,70
2025-12-24,11.4,76,1753.6,6.2,30
2025-12-25,33.5,84,1109.9,6.5,50
2025-12-26,23.6,44,1925.6,7.7,50
2025-12-27,12,35,1027.4,5.9,40
2025-12-28,18.7,31,1872.2,6.4,60
2025-12-29,13.1,74,1304.1,5.5,40
2025-12-30,16.7,33,548.3,6.2,80
2025-12-31,29.1,67,1801.6,5.2,40
2026-01-01,30.1,59,1695.2,6.9,50
2026-01-02,20.6,66,1062.2,7.5,90
2026-01-03,11,65,1587.7,6.9,50
2026-01-04,18.5,84,1488.4,7,80
2026-01-05,22,82,1844.5,5,50
2026-01-06,33.4,57,1733.3,6,50
2026-01-07,33,57,698.3,6.3,70
2026-01-08,30.3,69,1142.5,6.6,70
2026-01-09,23.1,73,1427.9,7,80
2026-01-10,10.7,36,1628.9,5.8,20
2026-01-11,15.1,31,1314.3,7.3,70
2026-01-12,19.5,52,1432.2,5.4,90
2026-01-13,14.3,48,1641.4,6.8,30
2026-01-14,19.4,42,591.3,5.1,70
2026-01-15,30.8,58,1240.5,7.6,60
2026-01-16,26.6,78,1431.8,7,50
2026-01-17,18.3,47,1615,5.2,50
2026-01-18,14,80,1852.6,6.8,30
2026-01-19,26.2,75,1604.6,6.1,30
2026-01-20,16.5,47,1572.7,6.8,60
2026-01-21,31.5,78,1789.9,6.5,30
2026-01-22,23.7,33,1420.5,6,80
2026-01-23,12.6,76,573.3,6.6,50
2026-01-24,34.6,57,1882.7,5.2,40
2026-01-25,19.7,62,593.2,6,100
2026-01-26,11.8,48,1614.3,5.7,20
2026-01-27,30.6,62,523.5,6,70
2026-01-28,20.2,39,1139,6.2,80
2026-01-29,14.4,43,1120.1,5.8,40
2026-01-30,14.7,46,792.5,6.5,50
2026-01-31,27.8,53,1583,7.5,40
2026-02-01,22.8,57,911.6,5.9,90
2026-02-02,11.2,66,1745.1,7.3,40
2026-02-03,31.6,60,1727.8,6.7,50
2026-02-04,10.8,61,1174.2,6.1,70
2026-02-05,20.2,65,1589.4,7.1,70
2026-02-06,15.8,47,1650.9,6.2,60
2026-02-07,12.6,39,1971.8,6.1,30
2026-02-08,25.9,55,785.4,5.2,60
2026-02-09,25.7,84,1034.6,6.6,50
2026-02-10,32.4,30,969,7.5,40
2026-02-11,16.7,36,1352.8,5.7,70
2026-02-12,22.7,75,667.6,5.6,70
2026-02-13,23,83,1136.1,7.2,70
2026-02-14,30.2,43,1918.5,7.5,20
2026-02-15,13.2,86,677.4,7.1,40
2026-02-16,34.6,30,1390.6,7.8,40
2026-02-17,30.7,52,900.9,5.2,60
2026-02-18,12.6,87,1248.7,5.9,40
2026-02-19,27.3,55,630.9,7,70
2026-02-20,33.6,79,583.4,6.8,50
2026-02-21,25.1,45,709.9,6,50
2026-02-22,13.7,83,1362.6,6.1,50
2026-02-23,10.4,48,641.2,7.2,40
2026-02-24,28.5,42,1732.1,7.3,20
2026-02-25,23.3,79,1362.6,6.1,80
2026-02-26,24.8,59,1434.4,6.9,100
2026-02-27,27.3,66,699.8,5.7,60
2026-02-28,12.5,42,639.2,5.6,40
2026-03-01,12.8,49,1850.2,7.9,20
2026-03-02,27.8,52,588.6,5.7,60
2026-03-03,33.9,60,635.2,7,70
2026-03-04,17.8,79,1090.7,6.9,80
2026-03-05,33.9,68,1310,7,70
2026-03-06,29,33,1799,6.2,30
2026-03-07,14.3,45,1464.7,6.7,50
2026-03-08,12.9,31,1918.6,7.4,20
2026-03-09,22.1,75,729.5,5.8,70
2026-03-10,20.6,83,971.4,6.8,80
2026-03-11,23.9,43,1555.9,6.5,60
2026-03-12,12.6,85,1691.9,6.8,30
2026-03-13,30.6,54,740.2,7.2,60
2026-03-14,25.1,89,544.6,7.4,40
2026-03-15,25.6,38,1914.1,5.3,20
2026-03-16,16.3,55,692.6,6.7,100
2026-03-17,15.2,48,777.1,5.8,70
2026-03-18,32.8,51,1999.9,5.3,40
2026-03-19,31.2,54,696,7.2,60
2026-03-20,27.6,66,1348.3,7.2,60
2026-03-21,28.9,69,577,6.9,70
2026-03-22,23.1,88,1774.3,6.5,60
2026-03-23,12.7,52,1871.6,7.9,40
2026-03-24,19.1,51,1969.5,7.3,70
2026-03-25,23.1,56,1227.8,5.8,90
2026-03-26,29.8,63,741.1,6.8,70
2026-03-27,26.1,80,1724.5,6.4,30
2026-03-28,27.6,85,902.9,7.4,40
2026-03-29,13.6,69,1074.2,5.8,60
2026-03-30,24.1,59,1515,5.6,70
2026-03-31,14.8,84,562.7,6.9,50
2026-04-01,24.3,73,1096.2,5.3,70
2026-04-02,31.9,67,1271.6,7.8,60
2026-04-03,34.9,76,720.5,7.8,40
2026-04-04,18.9,46,659.4,7.1,70
2026-04-05,22.1,72,1485.6,6.5,80
2026-04-06,12.5,53,600.4,5.7,60
2026-04-07,23.5,33,988.4,6.3,80
2026-04-08,28.3,35,1691.5,6.9,30
2026-04-09,20.2,70,1572.3,5.8,70
2026-04-10,29.1,82,599,7,50
2026-04-11,28.8,88,1255.6,7.7,40
2026-04-12,16.1,56,1760.8,6.1,80
2026-04-13,10.5,59,1012,6,70
2026-04-14,34.8,47,1172.4,5.1,40
2026-04-15,21.5,77,1687.3,5.5,50
2026-04-16,15.8,56,1756.9,6.5,80
2026-04-17,14.9,79,574.7,7,50
2026-04-18,22.2,43,942.6,7.4,70
2026-04-19,27.5,58,1295.6,7.8,60
2026-04-20,18.5,57,1732.5,7.7,70
2026-04-21,10.9,50,576.2,5.8,60
2026-04-22,19.4,58,906.5,7.5,90
2026-04-23,34.9,59,846.1,6.9,70
2026-04-24,13.6,39,993.1,6.1,50
2026-04-25,11,42,1612.9,7.7,20
2026-04-26,27.7,69,1505.3,7.7,40
2026-04-27,24,56,1363.4,7.2,90
2026-04-28,25.2,34,1937.3,7.7,20
2026-04-29,24.3,30,1051,7.4,70
2026-04-30,20,36,1614.2,5.4,50
2026-05-01,32.8,56,1248,5.3,60
2026-05-02,32.8,86,799.7,7.8,40
2026-05-03,14.4,79,1838.2,7.7,20
2026-05-04,12.3,80,1747,6.6,30
2026-05-05,30.3,72,627.2,7,50
2026-05-06,10.1,68,1582.5,5.7,40
2026-05-07,18.4,37,1260.2,5.9,70
2026-05-08,16.1,43,862.5,6.1,80
2026-05-09,27.4,88,1001,6.2,50
2026-05-10,24.9,82,1033.5,7.8,70
2026-05-11,17.6,86,1824.8,7.5,50
2026-05-12,34.6,36,1609.7,6.3,30
2026-05-13,16.2,77,1399.6,5,70
2026-05-14,21.5,53,757.8,6.4,100
2026-05-15,17.2,63,1678.1,7.5,70
2026-05-16,34.6,39,1053.4,7.9,40
2026-05-17,33.8,35,785.6,6.1,50
2026-05-18,13.3,63,1522.4,7.5,40
2026-05-19,13,37,1961.1,7.5,20
2026-05-20,18.1,45,623.8,5.9,70
2026-05-21,23.5,37,1188.2,7.7,70
2026-05-22,11.2,43,534.7,7.3,40
2026-05-23,24.5,47,1422.5,7.3,70
2026-05-24,33.1,63,1444.2,6.2,70
2026-05-25,33.3,85,937.7,5.2,40
2026-05-26,34.8,87,798.9,5.6,40
2026-05-27,20.8,61,998.6,5.9,90
2026-05-28,19.2,66,1785.8,7.2,70
2026-05-29,22.4,56,1471.9,5,90
2026-05-30,31.1,89,1069.6,6.2,50
2026-05-31,15.5,74,1578.3,5.2,50
2026-06-01,26.5,82,825.4,5.4,40
2026-06-02,24.7,70,964.8,6,100
2026-06-03,21.1,48,1421.2,5.6,70
2026-06-04,20.2,47,1902.7,7.3,50
2026-06-05,14.5,62,722.2,6.4,70
2026-06-06,23.3,41,523.4,6,80
2026-06-07,22,72,1016.6,7,80
2026-06-08,27.2,53,1138,6,70
2026-06-09,24.1,31,1456.5,7.6,70
2026-06-10,17.8,74,985.5,6.6,80
2026-06-11,33.6,38,1485.6,6.4,50
2026-06-12,30.9,34,1606,7.6,20
2026-06-13,18.6,42,743.2,7.4,70
2026-06-14,30.9,88,1698.7,8,20
2026-06-15,14.6,30,1029.9,5.4,40
2026-06-16,17.1,48,1783.5,6.9,60
2026-06-17,32.5,35,1500.5,7.2,20
2026-06-18,16,71,1779,5.3,50
2026-06-19,28.6,84,911,7.3,40
2026-06-20,20.8,80,1643,5.5,50
2026-06-21,26.8,45,1781.3,7.9,20
2026-06-22,12.2,67,676.5,6.8,70
2026-06-23,29.8,61,1720.8,6.6,50
2026-06-24,27.5,68,881.5,7.6,60
2026-06-25,33,45,776.7,7.9,40
2026-06-26,27.8,63,1871.6,7.4,40
2026-06-27,17.1,39,940.2,7.1,70
2026-06-28,17.3,39,1128.6,7.8,70
2026-06-29,20.1,63,1235.3,8,90
2026-06-30,32.4,87,1054.1,7.1,40
2026-07-01,21.6,72,1235.4,6.6,80
2026-07-02,19.4,87,807.2,5.1,70
2026-07-03,15.4,49,1160.6,6.5,80
2026-07-04,30.9,68,1912.7,6.6,50
2026-07-05,21.4,88,566.8,6.8,80
2026-07-06,13.9,79,1741,7.1,20
2026-07-07,24.9,85,1332.8,5.3,70
2026-07-08,15.3,56,1910.2,7,80
2026-07-09,22.8,54,1235.1,5.2,90
2026-07-10,18.8,72,579,5.3,70
2026-07-11,17.7,55,569.6,5.6,90
2026-07-12,27.7,71,714.8,5.7,40
2026-07-13,29.8,58,988.3,7.4,60
2026-07-14,34,55,1765.1,6.9,50
2026-07-15,16.2,58,844.2,7.1,90
2026-07-16,34.9,34,1200.9,7.4,40
2026-07-17,18.3,78,1698,5.1,50
2026-07-18,20.3,60,1321.6,7.3,90
2026-07-19,20.8,63,1349.3,7.2,90
2026-07-20,10,83,1589.5,6.4,30
2026-07-21,31.9,64,1616.9,5.2,40
2026-07-22,13.2,55,1039.3,6.6,70
2026-07-23,24.7,79,1110.3,7.9,70
2026-07-24,17,63,1292.3,7.7,90
2026-07-25,22.4,50,1202.2,6.7,100
2026-07-26,33.8,53,529.3,7.8,60
2026-07-27,25.7,48,1611.1,7.5,20
2026-07-28,18.2,76,1259.3,6.3,80
2026-07-29,31.6,66,1762.6,6.1,50
2026-07-30,15.7,65,1015.9,7.1,90
2026-07-31,28.9,54,1241.2,6.8,70
2026-08-01,32.8,55,820.6,5.7,60
2026-08-02,19.3,67,1027.4,7.3,90
2026-08-03,14,55,504.7,6.5,70
2026-08-04,31.6,39,1105.6,6.4,50
2026-08-05,31.9,88,1050,6.4,50
2026-08-06,10.5,52,913.2,6.3,70
2026-08-07,16.3,48,1856.2,5.7,50
2026-08-08,17.6,69,556.9,6.7,100
2026-08-09,19.2,48,1333.2,6.5,80
2026-08-10,19.8,84,842.3,6.5,80
2026-08-11,33.5,89,677.6,5.3,40
2026-08-12,18,88,1482.5,7.7,70
2026-08-13,27,54,631.7,7,70
2026-08-14,28.3,72,1906,6.5,30
2026-08-15,14.8,48,742.3,6.6,50
2026-08-16,32,30,1874.9,6.4,30
2026-08-17,12.2,44,699.6,5.4,40
2026-08-18,19.5,66,1022.5,6.8,100
2026-08-19,21.3,49,1385.3,6.9,80
2026-08-20,26.6,55,618.9,5.2,60
2026-08-21,10.7,43,1514.5,7.2,20
2026-08-22,23.8,55,1373.7,7.7,90
2026-08-23,32.3,69,1623,6.5,50
2026-08-24,33.7,76,1281.4,7.4,40
2026-08-25,26.2,49,860.9,6.2,50
2026-08-26,34,86,782.5,7.4,40
2026-08-27,24.6,47,1516.4,6.1,60
2026-08-28,13.9,45,1708.2,6.8,30
2026-08-29,18.6,34,936.7,5.2,70
2026-08-30,18.8,38,1692.8,7.5,50
2026-08-31,34.7,70,1619.1,5.4,40
2026-09-01,34,30,1083.8,7.8,40
2026-09-02,33.4,56,1153.5,7.3,60
2026-09-03,18.2,49,856.2,7.6,70
2026-09-04,18.8,63,1730.8,7.5,70
2026-09-05,26.3,54,1568.3,7.3,40
2026-09-06,21.5,53,1896.3,6.3,80
2026-09-07,12.8,33,1906.8,6,30
2026-09-08,16.6,62,1363.3,7.9,90
2026-09-09,14.5,52,1853.2,6.8,50
2026-09-10,14.8,57,1838,6.3,50
2026-09-11,17.3,40,1224.8,6.2,80
2026-09-12,26,64,531.9,5.9,60
2026-09-13,15.6,49,1120.4,6.7,80
2026-09-14,24,85,1125.6,7.2,70
2026-09-15,18.7,40,1581.9,7,60
2026-09-16,16.2,49,1882.8,5.4,50
2026-09-17,22.4,69,827.9,5.2,90
2026-09-18,27.1,45,858.5,6,50
2026-09-19,31.6,88,1611,5.3,20
2026-09-20,18.3,85,1813.6,5.1,50
2026-09-21,17.1,59,930.4,7.5,90
2026-09-22,25.7,49,927.5,6.1,50
2026-09-23,27.8,41,568,5.9,40
2026-09-24,11.9,78,1430.6,6.9,50
2026-09-25,33.8,60,1835.8,7.3,40
2026-09-26,21.6,30,1137.7,7.7,70
2026-09-27,20,40,1176.2,5.5,70
2026-09-28,30.7,53,1826.6,6.5,50
2026-09-29,20.6,56,1460.8,6.3,100
2026-09-30,24.1,77,1582.3,7.1,50
2026-10-01,23.5,35,713.6,6.2,80
2026-10-02,11.1,35,1080.8,5.5,40
2026-10-03,33.6,87,1625.6,6.9,30
2026-10-04,28,54,1524.3,7,50
2026-10-05,17.1,32,741.2,7,80
2026-10-06,19.8,39,821,7.1,70
2026-10-07,30.2,76,1418.4,6.7,50
2026-10-08,31,52,1092.7,7.8,60
2026-10-09,12.8,49,1866.3,5.5,20
2026-10-10,25.2,30,1698.9,7.9,20
2026-10-11,15.4,30,905.3,6.3,80
2026-10-12,19.3,34,1385.9,7.6,70
2026-10-13,13.2,44,1888.6,5.6,20
2026-10-14,25.7,87,503.5,6.2,50
2026-10-15,21.6,32,1341.7,5.4,70
2026-10-16,28.6,75,1161.3,6.2,50
2026-10-17,30.8,41,1288.9,5.4,40
2026-10-18,30.9,32,1851.3,6.5,30
2026-10-19,12.8,48,1220.9,5.7,40
2026-10-20,23,39,1446.4,6.9,80
2026-10-21,11.3,44,1432.6,7.4,40
2026-10-22,12,43,696.7,7.2,40
2026-10-23,26.7,30,710.2,5.6,40
2026-10-24,33.9,77,590.7,6.2,50
2026-10-25,13.6,87,629.2,6,50
2026-10-26,32.5,75,1555.9,6.9,30
2026-10-27,25,69,1983.7,5.9,70
2026-10-28,18.1,68,1312.2,6.9,100
2026-10-29,18.2,50,735.6,7.2,90
2026-10-30,26.3,35,679.8,5.9,40
2026-10-31,18,33,1099.9,5.3,70
2026-11-01,15.4,52,897.7,7.1,90
2026-11-02,12.9,42,854.4,7.2,40
2026-11-03,32.9,78,838.9,7.3,40
2026-11-04,13.3,67,588,7.3,60
2026-11-05,29.4,78,921.7,5.5,40
2026-11-06,11,56,1726.1,7.6,40
2026-11-07,32.4,69,1761.2,6,50
2026-11-08,11.3,64,727.4,7.1,60
2026-11-09,15.3,49,1930.8,6.6,60
2026-11-10,31,47,1025.6,7.1,40
2026-11-11,20.8,71,1762.7,6.6,60
2026-11-12,30.9,56,1837.5,6.2,50
2026-11-13,13.4,37,1842.1,6.6,30
2026-11-14,34.3,38,1689.4,6.6,30
2026-11-15,27.4,58,1669.4,6.1,50
2026-11-16,28.6,43,796.3,5.3,40
2026-11-17,30.4,67,1154.9,5.8,60
2026-11-18,24.9,85,1499.9,6,80
2026-11-19,22.3,45,1414.2,6.9,80
2026-11-20,11.5,87,1768.2,7.4,20
2026-11-21,22.5,57,1015.7,6.7,100
