Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
2026-11-18,28,70.9,1151.2,7.5,43.41219034
2026-11-19,30,79.7,1193.8,6.8,45.06949792
2026-11-20,26.2,61.6,1479.5,6,73.20133756
2026-11-21,21.6,89.1,549.5,5.4,70.99717624
2026-11-22,26.4,52.9,1737.2,8,39.06536663
2026-11-23,21.6,83.8,1839.5,6.2,61.13386871
2026-11-24,34.5,75.1,709.3,7.2,36.83130978
2026-11-25,21.3,84.4,1366.7,5.8,63.12562924
2026-11-26,15.4,51,561.3,6,100
2026-11-27,11.9,52.7,591.3,6,73.06639259
2026-11-28,12.4,74.7,1010.2,6.2,51.90348593
2026-11-29,14.3,76.4,696.3,7.7,47.85894917
2026-11-30,31.4,30.2,1667.1,5.1,19.17124537
2026-12-01,18.7,67.9,1569.8,7.8,74.46345285
2026-12-02,16.7,31.3,533.6,6.5,81.8082556
2026-12-03,13.5,61.8,1857.4,6.1,52.85726392
2026-12-04,12.8,89.9,1164.6,6.6,43.37859074
2026-12-05,19.9,71.9,694.3,5.4,77.20811861
2026-12-06,32.7,34.1,1415.2,7.2,38.23433489
2026-12-07,22.4,41.1,1833.7,7.6,57.65520792
2026-12-08,22.9,36.8,1633.6,6.8,60.54520067
2026-12-09,33.5,39.8,1968.5,6.8,32.29571151
2026-12-10,34.6,74.2,1194.3,6.7,47.28262354
2026-12-11,10.9,34.7,1130.8,7.2,31.31089713
2026-12-12,19.6,49.5,787.9,6.7,78.64469081
2026-12-13,14.7,34.3,1738.2,7.8,22.471068
2026-12-14,33.5,49.3,1487.6,7.4,32.45023698
2026-12-15,12.6,86,1591.3,6.5,34.49192962
2026-12-16,18,87.9,748.9,5.5,76.08119609
2026-12-17,31.3,74.7,1942.8,6.3,27.17557674
2026-12-18,27.5,46.5,695.8,7.5,42.92901782
2026-12-19,15.1,89.3,1328.2,6.2,78.41166176
2026-12-20,11.7,30.2,1268.8,6.5,54.12514794
2026-12-21,23.6,88.1,1270.9,7.2,65.96772605
2026-12-22,17.4,38.3,1509.5,5.6,52.05039789
2026-12-23,23.9,60.1,563.8,7.6,85.39367801
2026-12-24,31.5,47.3,766,5.5,49.44651568
2026-12-25,19.8,63.6,1999.8,6,84.05359313
2026-12-26,33,43.8,1218.2,7.8,45.59741942
2026-12-27,26.6,88.8,1061.2,7.3,45.65504618
2026-12-28,11.6,55.5,643.7,7.6,60.36638963
2026-12-29,27.3,74.2,811.2,5.6,40.38048516
2026-12-30,26.2,46.6,1353.1,7.6,45.3659855
2026-12-31,20.4,73.9,612.2,7.6,68.14573864
2027-01-01,10.3,35.4,1311.4,5.3,42.57525933
2027-01-02,14.3,73.7,974.4,6.8,42.81449692
2027-01-03,21.6,58.2,652.9,7.7,94.08849379
2027-01-04,32.4,41.5,665.1,6,44.7017362
2027-01-05,25.6,37.6,1175.2,6.7,51.36774638
2027-01-06,33,67.9,1705.2,6,46.17857374
2027-01-07,16.3,36.7,1498.1,6.5,82.9689444
2027-01-08,34.3,32.9,1379.2,5.7,46.47672487
2027-01-09,24.6,46.6,1323.2,5.6,63.24883828
2027-01-10,26.8,32.4,1573.9,7.3,18.02901605
2027-01-11,28.5,81.5,677.9,7.9,43.09489257
2027-01-12,28.8,81.2,861.1,7.1,43.10914674
2027-01-13,24.3,53.8,902.2,5.3,94.66267992
2027-01-14,31.9,84.5,995.1,5.2,41.33013399
2027-01-15,16,62.5,992,7.9,89.36833598
2027-01-16,15,56.7,868,7.3,89.15240174
2027-01-17,26.2,87.7,1206.8,6,46.9744176
2027-01-18,24.7,34.1,1092.4,6.2,79.94743204
2027-01-19,30.8,38.9,1045.6,5.8,40.08023814
2027-01-20,28.4,59.5,1943.4,6.3,50.3537429
2027-01-21,23.2,39.2,1772.4,5.8,56.41204726
2027-01-22,24.6,69.5,1309.7,7.9,92.85239428
2027-01-23,16.9,33.1,1158.3,6,83.6441694
2027-01-24,26.3,66.4,1441.4,6,65.55530064
2027-01-25,15,34.8,1783.8,7.9,52.181999
2027-01-26,15.8,52.5,1788.9,5.4,71.69242144
2027-01-27,16.7,37.2,1115.8,5.4,77.09617681
2027-01-28,23.8,44.8,774,5.4,72.70152128
2027-01-29,21.6,58.7,1469.3,7.2,87.43563811
2027-01-30,10.7,79.4,778.8,7.4,42.24422759
2027-01-31,20.1,39.8,1913.7,7.4,44.97883511
2027-02-01,32.9,67.8,1216.2,6,65.47753473
2027-02-02,19.5,46.5,1761.4,6.1,56.33935753
2027-02-03,31.9,83.2,1266.5,6,46.50777433
2027-02-04,14.8,62.8,584.9,7.6,58.75857748
2027-02-05,31.9,52,1785.2,7.8,48.27214308
2027-02-06,12.3,75.7,773.5,7.8,35.69489996
2027-02-07,32.8,75.5,1258.2,7,47.99709425
2027-02-08,32.6,66.9,681.3,6.9,71.95047814
2027-02-09,27.8,56.1,1300.7,7.4,52.25195038
2027-02-10,10.9,73.2,857.9,6.3,43.72617476
2027-02-11,28.3,37.7,880.6,6.6,44.86013
2027-02-12,28.8,57.8,603.4,7.2,60.63463279
2027-02-13,13.2,34.6,1834.4,7,25.49705545
2027-02-14,31.1,65.7,1463.1,7.8,56.15728804
2027-02-15,28.1,52.2,1461.9,5.1,59.9387604
2027-02-16,14.8,38.4,794.8,7.9,35.95326632
2027-02-17,12.9,77.4,832,6.4,54.58326129
2027-02-18,32.1,45.6,597.2,5.4,36.12748034
2027-02-19,31.7,61.4,1460.6,5.2,65.77102203
2027-02-20,21.7,40.9,816.5,7,78.64142901
2027-02-21,16.2,80.9,1532.5,5.5,56.76435381
2027-02-22,24.2,83.5,1874.6,6.5,56.23480178
2027-02-23,11.2,64.4,1405.6,6.8,73.33181462
2027-02-24,25.2,45.7,1958.8,6.7,27.13402034
2027-02-25,26.4,82,1647,5.4,15.96293659
2027-02-26,24.7,32.2,1688.5,7.2,57.80522874
2027-02-27,34.1,41.8,1983.8,7.3,25.41834017
2027-02-28,22.6,39.5,704.9,7.2,70.3883572
2027-03-01,28.8,56,1958.6,6.6,50.85925362
2027-03-02,24.7,53.6,1862.2,7.6,73.45866057
2027-03-03,26.3,45.9,1825,7.8,15.25643241
2027-03-04,13.4,42.4,852.3,7.3,45.96540538
2027-03-05,14.8,72.9,1007.3,6.4,47.0247736
2027-03-06,10.1,69.8,866.7,7.2,67.16485016
2027-03-07,17.1,76.4,1942.1,5.3,50.46811692
2027-03-08,23.5,55.4,602.9,5.3,89.81033501
2027-03-09,19,78.1,1447.5,7.8,71.03464212
2027-03-10,14,52.1,911.6,7,70.7225436
2027-03-11,19.5,34.4,1154.5,5.4,67.90733904
2027-03-12,25.7,49.5,1852.6,5.5,20.57101378
2027-03-13,30,37.3,1480.6,6.7,44.47551438
2027-03-14,33.6,45.9,1500.6,5.3,23.71134321
2027-03-15,16.2,35.3,953.5,6.8,78.22714102
2027-03-16,33.8,35.7,1060,7,47.76438694
2027-03-17,28.6,67.4,849,5,55.85635303
2027-03-18,25.8,68.2,1766.4,7,51.54608046
2027-03-19,17.1,55.7,1262.4,7.2,92.93868624
2027-03-20,15.6,43.3,726,7.2,63.52051583
2027-03-21,15.3,57.5,1602,5.2,67.46746866
2027-03-22,30.7,59.5,901.1,6,72.04388372
2027-03-23,26.1,77.9,1802.6,6,36.40631308
2027-03-24,16.9,36.7,637.8,5.6,67.88103182
2027-03-25,23.7,60.7,943.4,5.9,86.89709781
2027-03-26,10.5,81.8,1166.4,7.2,38.60544561
2027-03-27,15.2,47.6,554.4,6.4,84.20635579
2027-03-28,10.5,73.5,744.5,5.7,43.35837773
2027-03-29,23.7,65.4,1417.6,7.4,94.57229415
2027-03-30,27.1,34,1993.8,5.7,14.23300374
2027-03-31,27,69.5,1797.3,6.2,53.00733287
2027-04-01,14.2,84.7,668.1,7.9,37.2189441
2027-04-02,29.2,47.7,673.6,7.6,40.04935008
2027-04-03,34.4,62.1,1006.3,6,72.21562928
2027-04-04,23.5,39.7,1799.8,5.7,52.71239364
2027-04-05,13,30.3,998.5,7,54.21787416
2027-04-06,14.7,65.5,1832.6,6.4,50.91482516
2027-04-07,25.8,79.2,660.7,7,47.62295703
2027-04-08,17.5,53.6,873.9,5.3,93.47024227
2027-04-09,21.4,65.6,767.7,7.4,94.42726894
2027-04-10,30.1,87.2,1563.6,5.3,18.2010196
2027-04-11,17.8,73.2,1557.3,7,58.24522339
2027-04-12,28.4,76.2,914.3,5.6,35.56920616
2027-04-13,29.7,77,1831.7,5.2,21.20730441
2027-04-14,25.6,72.3,621,6,50.00201203
2027-04-15,12.9,50.2,536.6,5.3,62.78956431
2027-04-16,34.9,47.5,1614.9,6.5,27.01513108
2027-04-17,19.6,34.7,920.1,5.2,73.52539664
2027-04-18,18.4,64.7,754.3,7.2,92.29157206
2027-04-19,12.3,56.3,670.8,7.6,62.42461186
2027-04-20,22.5,43.9,1562,7.7,47.12178849
2027-04-21,24.6,46.7,627.3,6.5,81.52952376
2027-04-22,19.2,41.3,1430.2,6.5,82.32921643
2027-04-23,33.4,38,648.9,5.9,35.04928031
2027-04-24,10.8,87.6,1365.3,7,56.46287609
2027-04-25,18.4,31.8,1194.8,7.4,68.93273687
2027-04-26,12.1,44.8,1944.6,5.2,11.70827399
2027-04-27,25.9,85.5,791.3,5.3,32.43558264
2027-04-28,20.4,78.1,1756.2,7.3,59.7026015
2027-04-29,11.7,30,901.1,7.6,33.17938969
2027-04-30,16.3,55.2,760.2,6.4,100
2027-05-01,29.6,83,1482.9,6.1,46.14556378
2027-05-02,33.6,80.7,1211.8,5.9,31.03346364
2027-05-03,26.5,53.4,555.6,7.5,60.1152231
2027-05-04,34.4,54.3,871.3,6.4,66.87829203
2027-05-05,22.7,63.2,1666.3,6.5,83.12359397
2027-05-06,17.2,79.1,1105.2,7.8,70.18743197
2027-05-07,27.7,61.8,1591.6,7.2,38.63929412
2027-05-08,25.2,86.7,509.6,5.4,34.63622838
2027-05-09,30.9,46.3,826.7,5.1,33.77807561
2027-05-10,11.5,86.5,804.2,6.3,41.30137271
2027-05-11,19,84.9,617.5,5.8,72.59463128
2027-05-12,11.1,57,1961.7,7.4,40.65688071
2027-05-13,12.8,80.5,1860.2,7.8,30.02724216
2027-05-14,22.8,42.2,666.2,6.3,76.0910207
2027-05-15,33.4,87,796.7,7.7,49.3930533
2027-05-16,18.9,48.9,1806.2,6.6,60.40396518
2027-05-17,27,84.9,1400.1,5.8,40.50868205
2027-05-18,19,74.3,1646.3,5.5,50.73562137
2027-05-19,32,47.6,554.1,6.3,53.2516152
2027-05-20,23,61.8,908.9,5.7,87.92045478
2027-05-21,22.9,43,1956.9,7.1,56.53909637
2027-05-22,15.4,38.3,1082.8,7.8,76.32291655
2027-05-23,14.2,46.2,957.1,7.2,47.22926046
2027-05-24,11.6,59.1,1987.6,8,32.57583043
2027-05-25,32,65.6,921.2,6.1,68.12119816
2027-05-26,31.7,62.8,1254.9,5,55.37944496
2027-05-27,25.1,82.2,1960.8,7.1,19.12348406
2027-05-28,18,47.2,1406.6,7.8,73.88624023
2027-05-29,17.8,45,1684.2,6.6,61.31633249
2027-05-30,21.9,41.5,1757,7.5,45.95519927
2027-05-31,25.6,31.1,1730.5,6.4,28.05760867
2027-06-01,11.2,89.8,615.6,5.5,41.12433893
2027-06-02,26.8,72.4,925.7,7.3,42.98277268
2027-06-03,14.2,42.6,1267.1,6,53.79966624
2027-06-04,16.2,47.7,1363.5,5.1,66.74654124
2027-06-05,10.9,88.6,1392.3,6.6,52.18826692
2027-06-06,25.2,87.9,531.9,7.6,51.07032116
2027-06-07,24,40.5,1236.4,6,78.6696033
2027-06-08,34.7,44.3,1357.8,5.7,42.69829159
2027-06-09,25.6,51.4,1325.9,5.9,65.16973011
2027-06-10,12.7,86.7,911.8,6.8,47.78613919
2027-06-11,16.1,41.4,691,7.4,75.67612716
2027-06-12,19.6,56.1,932.5,7.5,94.0718714
2027-06-13,17.2,72.2,778.4,7.8,63.69175153
2027-06-14,19.3,70.9,552.8,7.1,66.91755267
2027-06-15,32.5,89.2,799.9,6.7,47.39632509
2027-06-16,31.7,65.1,1760.5,7.8,42.61954239
2027-06-17,31.1,76.9,1338.5,6.8,41.69866945
2027-06-18,13.5,89.8,909.1,5.4,37.90084265
2027-06-19,28.2,53,1400.1,6.6,74.54979952
2027-06-20,24.8,59.8,1782.6,5.4,71.80835601
2027-06-21,29.9,79.7,1747.9,7,30.74267285
2027-06-22,22,88.7,1192.7,6,84.46501923
2027-06-23,16.5,72,1117.6,5.5,73.45359984
2027-06-24,23.6,67.6,1170.6,7,100
2027-06-25,16.8,42,1331.7,5.8,69.16173333
2027-06-26,29.7,74.9,629.8,6,53.08477745
2027-06-27,16.2,66.5,1347.3,5.3,90.39405034
2027-06-28,29.8,64.9,1472.3,6,71.17528179
2027-06-29,16.1,72.3,1863.7,6.5,58.3930801
2027-06-30,19.9,52.2,924.5,5.9,93.46764137
2027-07-01,31.2,87,1323.4,5.8,47.21178822
2027-07-02,25.2,42.1,644.2,6.3,50.83480779
2027-07-03,19.7,54.1,1260.6,6.7,100
2027-07-04,25.7,70.9,1378.1,7.7,38.30216543
2027-07-05,19.4,54,1435.7,6.5,100
2027-07-06,18.4,85,1572.5,7.7,55.26014275
2027-07-07,10.2,54.8,1363.5,7.6,55.09620032
2027-07-08,33.1,45.2,932.6,5.4,35.63783171
2027-07-09,28.3,56,1015.9,5.1,58.92365085
2027-07-10,16.8,42.4,951,7.8,68.43355642
2027-07-11,14.3,75.7,740.8,5.3,39.18635518
2027-07-12,15.9,48.2,865.7,6.3,80.64227084
2027-07-13,18.4,87,1519.8,5.9,51.61576337
2027-07-14,19.6,44.2,648.6,6,77.77720011
2027-07-15,12,72.2,1714.2,7,22.65460816
2027-07-16,22.2,70.8,1562.6,5.3,51.93796769
2027-07-17,23.7,47,1542.8,7,54.95560764
2027-07-18,19.3,55,1359.7,6.3,100
2027-07-19,23.3,49.3,1383.9,5.7,62.6852455
2027-07-20,29.6,45.6,1699.8,5.8,24.22686694
2027-07-21,27.1,39,1444.2,7.5,35.14237996
2027-07-22,15.8,83,1073.3,5.3,65.19648477
2027-07-23,25.5,73.5,532.7,6.4,51.21898181
2027-07-24,13.8,33.8,1018.1,6.9,47.28628726
2027-07-25,18.5,31.4,1003.3,6.8,76.32265127
2027-07-26,21.9,70.6,1530.5,6.8,59.29102294
2027-07-27,25.6,84.9,1764.4,5.4,16.24982237
2027-07-28,10.2,54.7,1907.2,5.1,40.51979776
2027-07-29,12.8,45.6,982.7,5.4,39.55611985
2027-07-30,10.6,84.9,1945.2,7.7,27.335724
2027-07-31,11.2,86.3,1400.6,7.4,39.72672519
2027-08-01,29,75,1081.2,6,48.81461476
2027-08-02,30.2,67.5,1591.8,7,51.93071396
2027-08-03,17.8,68.6,672.5,5,86.20689146
2027-08-04,15.4,36,661.3,6.2,76.63683582
2027-08-05,25.4,32,1285.8,5.2,44.00458214
2027-08-06,21.5,60.2,1565.9,6.2,81.86078377
2027-08-07,23,56.7,1261.8,7.8,93.59931213
2027-08-08,29.1,86.3,768.8,5.7,33.09051542
2027-08-09,32.5,32.7,757.3,5.6,46.49586734
2027-08-10,25.7,60.4,1963.5,5.3,43.39003125
2027-08-11,14.5,76,1774.1,6.6,21.37272188
2027-08-12,12.2,72.8,1691.4,5.4,11.78345442
2027-08-13,28.2,49.6,1572.5,7.9,27.07989836
2027-08-14,24.2,78.9,1603.3,8,43.61247109
2027-08-15,27,62,1917.8,5.9,42.12711701
2027-08-16,30.2,50.7,1273.1,5.1,54.11945953
2027-08-17,34.3,65.1,869.2,5.9,66.97446709
2027-08-18,10.5,67,829.7,5.6,68.52416488
2027-08-19,22.9,41.3,1280.6,7.5,70.59214683
2027-08-20,19.8,40.2,1615.4,7.2,48.99611205
2027-08-21,22,34.1,1530,5.5,47.88904298
2027-08-22,26.5,57.7,1935.7,6.2,51.61395596
2027-08-23,28,41.7,602.8,7.9,42.43934913
2027-08-24,14.5,48.4,948.8,7.9,31.65783728
2027-08-25,28.3,79.8,541.8,6.6,52.54082011
2027-08-26,23.3,44.4,1926.2,6.7,61.77764724
2027-08-27,31.2,75.1,1493.7,6.4,52.7706412
2027-08-28,15.4,49,901.3,6.9,77.03307507
2027-08-29,25.7,83.9,1827.6,6.8,26.79428762
2027-08-30,20.7,79.3,1570.5,7.6,45.45300301
2027-08-31,30.1,42.1,1719.7,5.7,23.22449705
2027-09-01,25,68.3,940.4,6,100
2027-09-02,21.5,50.8,1434.2,6.1,100
2027-09-03,24.5,71,1488.7,5.2,75.68273193
2027-09-04,20.6,57.9,1281.6,6.6,100
2027-09-05,32.8,37.7,1756.6,7.4,24.89868259
2027-09-06,13.3,75.6,1429.7,6.1,46.54771909
2027-09-07,32.4,67.9,857.3,7.7,64.93759551
2027-09-08,30.4,31.7,1263,6,50.55377864
2027-09-09,23.6,83.7,642,5.2,68.63154182
2027-09-10,17.7,77.2,1410.9,5.9,67.51700042
2027-09-11,33.6,33.8,1129.4,5.6,37.56390393
2027-09-12,29.3,41.5,600.2,6.9,45.81547639
2027-09-13,19.2,70.4,1476.8,5.4,70.0983104
2027-09-14,32.6,63.2,1631.2,6,53.55971587
2027-09-15,34.2,89.9,1016.2,6.4,49.64716581
2027-09-16,15,54.4,728.2,7.5,91.64083733
2027-09-17,10.4,44.5,1803,5.1,17.89583452
2027-09-18,13.3,65.2,1181.9,5.2,63.13348634
2027-09-19,27.2,52.8,1652.7,6.7,48.69645727
2027-09-20,16.8,61.5,848.8,5.5,86.54508363
2027-09-21,25.7,65.1,913.7,7.6,58.88920377
2027-09-22,24.4,50.9,1644.9,6.3,81.26993292
2027-09-23,23.7,83.4,1500.3,5.3,46.19801417
2027-09-24,12.7,81.3,1188.2,7.8,50.2192791
2027-09-25,16.5,70,1154.2,5.7,89.93289881
2027-09-26,23.1,46.1,1127.9,6.9,77.69008315
2027-09-27,22,56.9,1721.8,7.4,71.58324298
2027-09-28,21.6,30.5,1255.9,5.7,62.07447496
2027-09-29,30.3,34.7,1177.3,5.9,35.39214117
2027-09-30,14.2,64.8,1674,5.7,32.36353278
2027-10-01,30.5,40,1166.3,7.4,37.29192782
2027-10-02,21.8,50.8,1893.8,7.6,66.54251298
2027-10-03,34.9,71.6,1154.8,5.4,40.07914765
2027-10-04,30.5,37.2,1516.6,7.5,13.63312305
2027-10-05,10.1,63.2,1416.1,5.7,54.61517281
2027-10-06,25.4,67,1911.4,5.6,42.65100115
2027-10-07,23.7,55.2,1215.8,6.4,100
2027-10-08,28.3,74.5,972,6.9,56.48046715
2027-10-09,14.9,38.3,1326.8,7.1,31.488438
2027-10-10,29.7,89.5,1656.4,7.1,12.15570359
2027-10-11,10.2,81.7,1999.4,5.6,19.91281684
2027-10-12,15.3,49.5,932.1,7.6,70.97466833
2027-10-13,31.2,74.9,1389.3,6.7,42.27302979
2027-10-14,28.6,88.1,979.7,6,55.52484496
2027-10-15,18.6,87.1,794.7,5.3,77.20654542
2027-10-16,26.3,49.5,1369.9,8,33.18128962
2027-10-17,25.9,84.9,901,6.5,48.44998269
2027-10-18,24.7,79.1,1500.8,5.5,57.42290469
2027-10-19,10.6,79.8,897,6.2,48.83947511
2027-10-20,30.9,70.9,1764.7,6.8,34.28963541
2027-10-21,34.6,56.5,823.6,5.7,59.55505356
2027-10-22,13.6,73.8,1055,5.8,38.30571542
2027-10-23,24,88.3,1691.2,7.1,39.93708978
2027-10-24,11.6,50.7,742.2,8,57.00054606
2027-10-25,11.3,43.4,1821,6.6,31.42671998
2027-10-26,33,64.8,1485.3,6.8,73.84770021
2027-10-27,11,45.3,1014.6,5.2,46.51782529
2027-10-28,21.8,68.3,577.3,6.5,100
2027-10-29,28.2,58.1,1160.9,6.2,71.86375879
2027-10-30,21.1,32.1,1837.7,7.6,47.70177573
2027-10-31,17.3,66.5,825.9,6.8,100
2027-11-01,26.5,38.7,1092.2,6.3,50.36563562
2027-11-02,28.8,50.6,1305.7,5.6,63.79829187
2027-11-03,15.2,66.3,1745.1,7.8,67.3223593
2027-11-04,21.6,83,788.9,5.7,60.67066229
2027-11-05,15,55.5,1887.9,7.5,74.22322157
2027-11-06,22.2,47.9,1094.3,5,68.75672128
2027-11-07,25.1,50.7,784.3,6.2,72.8258627
2027-11-08,15.1,86.6,1580.8,8,52.89920097
2027-11-09,29.9,80.3,1229.6,6,48.11729732
2027-11-10,12.7,59.9,633.8,5.4,56.2335267
2027-11-11,18.7,86,1589.1,6.8,55.05474403
2027-11-12,15.4,35.7,1112.4,6.2,75.17520293
2027-11-13,19.3,37.5,803.1,5.4,74.3721697
2027-11-14,25.1,42.6,1447,6.9,50.98466163
2027-11-15,31.6,64.7,711.3,7.9,56.1660213
2027-11-16,12.8,86.5,1368.8,7.7,34.48575525
2027-11-17,16.3,45.4,1984.2,7.9,47.89668849
2027-11-18,12.4,51.5,1584,7.6,45.70729025
2027-11-19,32.5,88.1,752.7,6.4,50.70128427
2027-11-20,34.5,50.6,910.6,6.4,68.09431793
2027-11-21,31.9,74.3,767.1,6.5,53.55824379
2027-11-22,31.7,56.9,1274.7,7.6,57.68570495
2027-11-23,11.5,30.9,1411.2,5.9,40.38614547
2027-11-24,10.5,71.2,1802.1,5.4,19.65715325
2027-11-25,33.8,33.8,1533.6,6,37.57479752
2027-11-26,27.1,58.6,1343.7,7.4,64.58816119
2027-11-27,10.3,36.7,586.6,7.6,30.55885277
2027-11-28,13.3,69.8,688.7,6.1,74.030147
2027-11-29,26.9,60.8,1649.7,6.2,56.84825906
2027-11-30,29.5,46.5,949.5,7.9,41.44366524
2027-12-01,19.9,42.5,1476.6,5.1,76.18070875
2027-12-02,29.7,79.7,1302.2,7.9,41.44230785
2027-12-03,32.4,43.2,989.2,7.3,42.22206079
2027-12-04,10.5,52.2,1356.7,6.3,66.61074418
2027-12-05,24.5,37.4,506.1,5.8,72.64456705
2027-12-06,16.4,89,559.7,6.7,77.26158152
2027-12-07,14.1,42.4,533,7.4,35.45089946
2027-12-08,14.8,76.7,1354.9,7.8,38.03177914
2027-12-09,27.1,76.2,1719.1,6.6,33.15843227
2027-12-10,34.2,76.1,1889.9,6,40.36184422
2027-12-11,25.9,79.8,1251.7,6.8,54.91782772
2027-12-12,16.5,30.1,1313,5.6,76.7410167
2027-12-13,25.9,39,1227.4,7.5,43.69265816
2027-12-14,29.4,69,1225.3,7.5,62.87593066
2027-12-15,27.6,75,1178.2,7.9,46.17658178
2027-12-16,22.7,66.6,1887.5,5.8,76.17615288
2027-12-17,34.9,64.1,862.8,7,70.51062216
2027-12-18,31.2,55.9,706.5,5.2,62.11193639
2027-12-19,24.9,59.3,566.5,6.6,100
2027-12-20,21.8,46.5,1789.6,5.8,55.05489567
2027-12-21,14,82.4,1985,5.9,18.71151232
2027-12-22,29.6,88.7,1701.7,7.9,28.70547083
2027-12-23,12.1,39.5,574.2,7.5,41.1224876
2027-12-24,29.9,41.4,1699.1,7.3,19.54223252
2027-12-25,11.4,55,638.7,7.4,58.65003794
2027-12-26,19.1,61.7,1892.8,6.6,83.27046468
2027-12-27,17.2,48.4,865.3,7.9,69.19280962
2027-12-28,25.6,36.4,1294.3,6.2,45.22893257
2027-12-29,21.2,67.3,586.8,7.7,87.20556126
2027-12-30,28.9,87.8,513.5,6.7,45.87930925
2027-12-31,16.3,71.7,1763.4,7.5,50.29770573
2028-01-01,13.7,78.2,1184.8,5.9,38.96998675
2028-01-02,12.2,70.7,1848.5,7,25.2795737
2028-01-03,32.1,54.5,1420.4,6.5,73.01754974
2028-01-04,15.5,48.2,1757.4,5.6,48.19569599
2028-01-05,30.5,67.8,724.4,6.1,69.61179297
2028-01-06,10.6,85.3,808.2,6.1,46.13704058
2028-01-07,25.7,87.1,897.9,6.5,51.02877779
2028-01-08,12.9,71.3,1694.6,6.9,31.77753946
2028-01-09,34.4,54.4,1052.4,6.2,73.25207623
2028-01-10,24,68.9,1457.5,7.3,86.29229453
2028-01-11,16.6,38.7,548.7,6.9,82.44511173
2028-01-12,15.2,88.6,1011.9,6,78.1154322
2028-01-13,12.8,61.4,887.2,6,65.26234485
2028-01-14,27.3,55.4,1466.7,7.1,60.36165862
2028-01-15,26.4,43.8,848.8,7.2,48.43734364
2028-01-16,27.5,81.2,1455.7,7.9,41.69546305
2028-01-17,22.3,88,1015.1,6.3,76.24011665
2028-01-18,21.2,75.2,650.1,6.6,76.59392318
2028-01-19,24.2,71.8,1754.1,6.8,55.52517946
2028-01-20,24.6,84.3,1511.9,5.7,51.78334795
2028-01-21,20.5,45.1,1623.9,5.7,59.75795288
2028-01-22,30.8,35.9,626.7,7.4,33.70261627
2028-01-23,34.7,81.3,1180.9,6,47.57098739
2028-01-24,30.5,58.5,1364.3,7.6,62.69535306
2028-01-25,22.9,71.2,862,6.7,80.10036259
2028-01-26,34.3,45.8,1042.9,6.8,48.96868846
2028-01-27,10.2,81,1004.7,6.5,44.94744738
2028-01-28,12.1,49.2,1851.2,5.1,12.83318554
2028-01-29,14.2,53,1427,7.6,65.87508425
2028-01-30,16.5,73.4,1001.6,6.7,80.90953565
2028-01-31,20.4,69.4,704.3,5.1,94.73634581
2028-02-01,22.3,73.5,816.6,6.2,82.29542608
2028-02-02,33,54,861.9,8,66.0914676
2028-02-03,16.8,78.2,873.6,5.2,68.67080649
2028-02-04,24,39,1642.1,7.1,46.80447369
2028-02-05,15,41.7,1694,5.6,42.6055689
2028-02-06,12.6,38,1966.8,5.6,27.90706755
2028-02-07,22.4,41.2,1506.9,8,47.56991998
2028-02-08,12.5,48.9,1879.2,6.5,25.70453552
2028-02-09,34.3,33.4,1670.6,6.3,29.2499727
2028-02-10,12.3,46.1,898.3,6.5,48.00588596
2028-02-11,20.1,32.5,1975.7,7.5,49.45838398
2028-02-12,15.8,82.7,692.7,5.8,72.60147271
2028-02-13,14.1,49.8,974.9,8,38.0793623
2028-02-14,13.4,64.1,1019.3,6.1,71.54686346
2028-02-15,28.8,37.5,699.2,7.6,41.77972725
2028-02-16,11.8,72.4,1673.1,5.8,25.93564204
2028-02-17,25,42.8,1297.5,5.2,65.88026198
2028-02-18,27,36.9,1049.2,6.3,49.3083362
2028-02-19,20.8,73.2,1671.1,6.7,65.66730121
2028-02-20,32.2,79.2,1247.5,5.9,29.58324421
2028-02-21,31,73.9,1264.5,7.3,28.73910945
2028-02-22,17.7,69.8,1369.8,6.5,100
2028-02-23,27.8,62.1,797.4,7.8,58.3134006
2028-02-24,21.3,65.4,1627.5,7.3,67.10920537
2028-02-25,25.8,89.6,721.9,5.2,38.70995139
2028-02-26,19.9,57.5,798.8,7.5,89.16899367
2028-02-27,34.9,82.2,518.1,7.3,40.75701045
2028-02-28,33.4,43,1882.5,7.9,19.99872984
2028-02-29,18,70.4,1493.3,6.6,82.86579753
2028-03-01,29.9,56.2,1096.8,5.6,52.87808411
2028-03-02,25.6,72.4,990.1,5.2,36.98200806
2028-03-03,19.1,51,899.6,6.3,100
2028-03-04,20.4,81.7,1320.9,7,78.59202813
2028-03-05,14.8,55.1,1347.6,7.7,63.08458395
2028-03-06,10.8,65,681.9,5.1,53.96271765
2028-03-07,34.7,50.2,1498.7,5.6,64.09543462
2028-03-08,31.2,76.4,1722.1,6.1,32.57252224
2028-03-09,27.8,82.1,1559.3,7.1,29.95826313
2028-03-10,10.4,72.7,1985.6,5.8,18.05103332
2028-03-11,25.1,87.3,583.7,5.4,44.64530243
2028-03-12,26.3,33.7,1307.6,7.9,43.09396447
2028-03-13,31.3,65.1,1806.8,5.7,39.94467616
2028-03-14,31.4,41,750.3,8,37.96608786
2028-03-15,13.1,75.3,1120.7,7.5,34.68449498
2028-03-16,23.2,46.2,620.6,6.8,77.92042694
2028-03-17,15.2,60.7,614.4,5.1,91.19355194
