Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
1,2026-06-06,11.8,56.7,890.3,7.7,51.5317538
2,2026-06-07,26.5,48.5,1254.2,7.4,39.49159361
3,2026-06-08,13.1,39.1,573.2,6.3,51.10735322
2,2026-06-09,32.8,47.1,1526.5,7.6,27.89617659
2,2026-06-10,14.8,51.7,1309.3,6.4,74.45601552
5,2026-06-11,23.8,71.1,1155.9,7.2,72.17329132
3,2026-06-12,14.1,74.9,998.7,7.4,42.27521425
8,2026-06-13,12.3,85.7,646.3,6.8,43.35228234
9,2026-06-14,14.1,41.3,1186.7,5.2,45.10820948
5,2026-06-15,29.3,42.5,1856.3,6.1,29.98445741
7,2026-06-16,20.7,79.7,1363.3,7.4,76.14631784
8,2026-06-17,32.4,71.2,937.2,7.8,34.57930709
2,2026-06-18,25.4,44.5,854.9,6.1,42.84656062
6,2026-06-19,20.5,86.4,1338.9,5.8,69.26107507
9,2026-06-20,11.1,89.7,935.1,5.7,39.35939356
6,2026-06-21,12.3,89.2,871.8,7.3,43.16249733
5,2026-06-22,33.3,55.1,1343.6,5.2,59.92491307
5,2026-06-23,22.4,62.8,1979.5,6.4,83.53643263
1,2026-06-24,18.9,82.6,1476.3,5.9,73.89552553
4,2026-06-25,30.1,64.1,590.1,6.4,67.00776366
4,2026-06-26,31,77.7,1092.3,6.4,51.18992315
5,2026-06-27,32.4,59.2,1571.2,7.8,42.87178459
5,2026-06-28,18.4,76.5,1006.9,6.7,80.57436897
7,2026-06-29,18.8,67.2,1445.3,7.9,86.3614576
1,2026-06-30,33.8,34.3,1347.4,6.9,42.17008161
2,2026-07-01,10.7,51,617.1,5.5,58.03594422
7,2026-07-02,20.3,33.7,1222.4,6.3,75.50336802
5,2026-07-03,15.9,83.3,1220.6,6.7,83.01912191
5,2026-07-04,17,59.2,1700.2,6.3,81.90248638
5,2026-07-05,25.9,44.7,1200.8,5.7,39.35908495
8,2026-07-06,34.5,73,755.3,7.3,42.2470242
3,2026-07-07,13.4,64.4,1471.9,6.5,69.31529602
7,2026-07-08,24.9,50,1725.3,6.1,84.61268713
8,2026-07-09,33.9,49.1,686.6,5.7,29.49358654
7,2026-07-10,13.4,31.3,1981.8,6.2,23.04267083
10,2026-07-11,22.9,87.3,800.6,7.2,73.72898488
7,2026-07-12,23.2,89.1,1798.4,7.4,57.02719259
6,2026-07-13,26.8,81.5,1476.3,6.1,47.13968432
3,2026-07-14,22.7,46.9,1072.6,6.5,75.27562246
1,2026-07-15,27.9,68.9,1102,6.6,73.78700056
7,2026-07-16,22.1,56.9,573.8,6.4,100
10,2026-07-17,32.9,55.9,503.8,7.1,62.96386302
9,2026-07-18,23.8,80.2,1175,5.4,72.15723876
3,2026-07-19,10.9,53.3,1393.6,7.7,59.25592437
5,2026-07-20,29.8,87.3,527.6,6.7,42.30801769
1,2026-07-21,12,82.4,802.3,5.5,32.25637597
8,2026-07-22,31.4,64.6,1544,6.6,52.83399182
7,2026-07-23,22.4,39.7,1627,7.4,44.31556345
1,2026-07-24,12.9,64.5,1390.1,7.7,58.88611527
6,2026-07-25,16,35.1,1670.3,7,58.6078557
10,2026-07-26,11,57.4,909.3,5,54.73480708
6,2026-07-27,14.4,66.1,508.8,5.8,61.08040537
4,2026-07-28,20.9,31.4,1690.7,6.2,56.68887002
2,2026-07-29,30.5,71.5,1938,7.2,23.11706861
9,2026-07-30,24.8,56.2,1810.9,5.9,64.91694323
4,2026-07-31,21.3,48.9,1685,5.7,48.84652449
8,2026-08-01,11.3,30.4,1495.7,7.7,35.96373822
6,2026-08-02,21,34.3,816.9,7.6,63.68831659
7,2026-08-03,12,35.2,702.2,5,45.41963991
1,2026-08-04,25.3,56.5,1166.2,7.4,60.81745432
2,2026-08-05,19.2,78.9,730,6.3,81.79394835
9,2026-08-06,13.2,75.2,1030.1,6.9,57.14911465
1,2026-08-07,10.2,37.7,1630.3,6.6,27.72291289
1,2026-08-08,14.1,56.7,923.5,7.9,57.14068295
1,2026-08-09,21.2,68.6,1063.4,5.1,87.89199384
1,2026-08-10,21,50.6,946.6,7.7,90.28848418
8,2026-08-11,30.8,82.2,971.4,7.6,35.05213996
3,2026-08-12,25.8,66.1,1883.7,5.9,43.70769161
1,2026-08-13,29.5,57.5,1909.3,5.9,39.48540064
5,2026-08-14,33.9,78.4,1470.3,5.7,28.13079411
8,2026-08-15,27.9,35.9,1886.9,5.7,19.27281963
7,2026-08-16,30,48.2,1136.3,7.4,36.32960477
3,2026-08-17,31.4,34.7,1902.4,7.5,17.64330448
3,2026-08-18,11.3,40.4,1335.9,5.9,44.8698318
10,2026-08-19,21.8,83.7,771.4,6.8,79.77076443
7,2026-08-20,12.6,39.8,1518.1,5.7,22.2006204
7,2026-08-21,34.2,80.4,1000.8,8,36.69349032
6,2026-08-22,31.4,80.8,1975.6,7,21.45502509
6,2026-08-23,23.6,74,616.6,7,81.84302986
3,2026-08-24,15.6,44.4,569.5,5.3,69.49371183
7,2026-08-25,16.5,60.9,1973.1,5.2,73.03453269
8,2026-08-26,20.5,54.1,917.5,5.4,94.75219214
3,2026-08-27,30.6,30.8,1048.7,6.7,45.19441487
8,2026-08-28,12.7,87.6,686,6.2,48.46319319
5,2026-08-29,25.1,83.9,891.9,7.7,45.60524989
3,2026-08-30,31.2,74.4,1713.1,6.7,30.50996736
3,2026-08-31,18.8,56.9,1521.7,7.7,70.30244141
10,2026-09-01,10.3,88.1,511.1,7.1,41.10857545
6,2026-09-02,15.2,45.6,986.1,6,84.0766961
7,2026-09-03,22.5,50.1,1014.6,7.2,91.54771121
3,2026-09-04,20.8,62.1,888,6.5,100
2,2026-09-05,27,74,867.8,5.4,32.95949005
8,2026-09-06,33.6,41.5,1394.6,7.5,41.01947546
5,2026-09-07,25.3,55,1963.3,6.1,55.38316663
1,2026-09-08,32,59,1718.9,5.4,35.61909966
10,2026-09-09,28.5,48.8,1911.6,5.4,8.867565812
6,2026-09-10,14.3,73.5,1637.5,7,25.93885338
9,2026-09-11,27.7,50.4,1018.4,6.3,74.56859735
1,2026-09-12,30.7,68,1699.7,6.9,44.08853212
6,2026-09-13,20.9,33.3,667.3,6.3,84.67753833
7,2026-09-14,29,84.9,985.9,5.6,38.90706034
7,2026-09-15,26.4,49.4,834.5,8,40.20115809
3,2026-09-16,20.4,87.2,575.4,5.4,70.93826981
4,2026-09-17,21.3,69.6,1588.1,6.2,77.01932265
2,2026-09-18,13.3,30.6,1145.3,6.9,50.03127353
7,2026-09-19,18.4,83.8,1805,7.7,53.98191835
7,2026-09-20,19.4,50.5,1737.2,7.2,72.79232121
10,2026-09-21,28.7,49.2,1923.6,5.4,17.90626415
5,2026-09-22,18.7,78.1,573.9,7.7,67.39928011
10,2026-09-23,18.3,34,1145.1,5.8,69.19273534
1,2026-09-24,25.7,85.4,977.3,7.5,35.49447871
5,2026-09-25,17.5,79.9,971.6,6.1,80.7327528
6,2026-09-26,12.6,62.7,1627.1,7.8,37.83592778
2,2026-09-27,28.7,76.4,1851.9,6.1,28.10905286
8,2026-09-28,12.8,39.6,1673.8,6.3,23.13500639
7,2026-09-29,33,44.2,1789.5,7,36.0286914
10,2026-09-30,14,73.7,737.1,6.8,48.8280031
1,2026-10-01,19.9,58.2,956.5,7.2,90.33667915
4,2026-10-02,32.9,82.6,1710.8,7.7,10.82374498
1,2026-10-03,13,83.7,953.7,6,43.31543036
7,2026-10-04,32.2,64.6,1125.4,5.3,65.47854099
4,2026-10-05,26.6,79.9,1510,7.1,22.04376723
1,2026-10-06,10.7,86.8,1847.4,7.7,18.5347236
10,2026-10-07,23.6,38.9,812.1,7.3,74.46013685
2,2026-10-08,18.8,48.8,1687.4,7.3,54.79572296
2,2026-10-09,24.3,37.9,818.6,6.1,80.7732054
4,2026-10-10,31.3,86.1,1583.6,5.3,11.90451644
9,2026-10-11,19.9,89.8,1573.5,5.1,49.08786667
7,2026-10-12,22.3,88.5,1332.8,5.1,69.45199983
10,2026-10-13,30.3,44.5,1461.1,7.3,35.91704614
8,2026-10-14,24.4,70.8,547.6,5,67.06881296
9,2026-10-15,26,88,1441.7,6.9,49.32777283
3,2026-10-16,28.7,52.8,1401,5.4,60.33717075
4,2026-10-17,28.3,55.9,717.5,5.5,55.08892015
5,2026-10-18,20.9,35,1973.6,5.4,46.3668025
1,2026-10-19,31.3,35.8,1965.6,5,17.38576013
2,2026-10-20,20.4,79.3,678.5,5.1,72.03067803
10,2026-10-21,23.1,61.6,558,6.4,100
7,2026-10-22,34.5,59.8,1866.7,7.5,36.88611126
2,2026-10-23,28.8,71.7,923.6,7.1,37.93427155
8,2026-10-24,11.2,38.4,733.4,6.2,48.38722328
5,2026-10-25,25.3,51.2,913,5,63.32721323
2,2026-10-26,24.6,67.2,1172,6.4,100
6,2026-10-27,31.8,86,1642,5,25.49176046
10,2026-10-28,25.6,40.2,1761.3,7.4,20.02783421
8,2026-10-29,23.7,39.3,836.9,5.8,62.54717909
10,2026-10-30,14.5,61,1455.8,7.3,66.38174723
1,2026-10-31,26.1,88.2,1514.5,5.3,24.79890877
1,2026-11-01,11.4,42.6,563.9,7.2,46.96755775
10,2026-11-02,19.9,78.2,1489.1,5.6,68.27853495
4,2026-11-03,19.7,82.1,1155,7.1,65.49688756
2,2026-11-04,32.4,51.5,1384,6.2,66.45300179
10,2026-11-05,28.6,54.5,793.3,6.5,73.61001747
1,2026-11-06,21.4,32.9,881.2,7.6,62.82377352
8,2026-11-07,34,41.1,1640.5,7.1,23.69556789
7,2026-11-08,13.2,30.4,1514.6,7.2,24.81755116
1,2026-11-09,33,60,1611.7,5.7,45.99163208
10,2026-11-10,28.7,44.9,1070.4,7.5,31.2090257
8,2026-11-11,20.1,43.6,607.8,7,79.79305353
4,2026-11-12,13.2,48.9,1743.9,7.9,19.01308404
7,2026-11-13,15.7,37.9,1258.6,6.6,83.49106159
4,2026-11-14,26.9,56.3,1948.8,5.1,41.48063093
9,2026-11-15,22.8,50.2,668.1,7,100
8,2026-11-16,34,89.1,1877.2,7.8,22.51116288
8,2026-11-17,18.4,65.6,639.3,6.2,100
9,2026-11-18,28,70.9,1151.2,7.5,43.41219034
4,2026-11-19,30,79.7,1193.8,6.8,45.06949792
4,2026-11-20,26.2,61.6,1479.5,6,73.20133756
7,2026-11-21,21.6,89.1,549.5,5.4,70.99717624
10,2026-11-22,26.4,52.9,1737.2,8,39.06536663
3,2026-11-23,21.6,83.8,1839.5,6.2,61.13386871
2,2026-11-24,34.5,75.1,709.3,7.2,36.83130978
3,2026-11-25,21.3,84.4,1366.7,5.8,63.12562924
5,2026-11-26,15.4,51,561.3,6,100
5,2026-11-27,11.9,52.7,591.3,6,73.06639259
10,2026-11-28,12.4,74.7,1010.2,6.2,51.90348593
3,2026-11-29,14.3,76.4,696.3,7.7,47.85894917
5,2026-11-30,31.4,30.2,1667.1,5.1,19.17124537
9,2026-12-01,18.7,67.9,1569.8,7.8,74.46345285
5,2026-12-02,16.7,31.3,533.6,6.5,81.8082556
10,2026-12-03,13.5,61.8,1857.4,6.1,52.85726392
9,2026-12-04,12.8,89.9,1164.6,6.6,43.37859074
3,2026-12-05,19.9,71.9,694.3,5.4,77.20811861
6,2026-12-06,32.7,34.1,1415.2,7.2,38.23433489
7,2026-12-07,22.4,41.1,1833.7,7.6,57.65520792
6,2026-12-08,22.9,36.8,1633.6,6.8,60.54520067
5,2026-12-09,33.5,39.8,1968.5,6.8,32.29571151
1,2026-12-10,34.6,74.2,1194.3,6.7,47.28262354
1,2026-12-11,10.9,34.7,1130.8,7.2,31.31089713
4,2026-12-12,19.6,49.5,787.9,6.7,78.64469081
6,2026-12-13,14.7,34.3,1738.2,7.8,22.471068
5,2026-12-14,33.5,49.3,1487.6,7.4,32.45023698
8,2026-12-15,12.6,86,1591.3,6.5,34.49192962
7,2026-12-16,18,87.9,748.9,5.5,76.08119609
4,2026-12-17,31.3,74.7,1942.8,6.3,27.17557674
4,2026-12-18,27.5,46.5,695.8,7.5,42.92901782
6,2026-12-19,15.1,89.3,1328.2,6.2,78.41166176
3,2026-12-20,11.7,30.2,1268.8,6.5,54.12514794
2,2026-12-21,23.6,88.1,1270.9,7.2,65.96772605
9,2026-12-22,17.4,38.3,1509.5,5.6,52.05039789
9,2026-12-23,23.9,60.1,563.8,7.6,85.39367801
10,2026-12-24,31.5,47.3,766,5.5,49.44651568
3,2026-12-25,19.8,63.6,1999.8,6,84.05359313
6,2026-12-26,33,43.8,1218.2,7.8,45.59741942
5,2026-12-27,26.6,88.8,1061.2,7.3,45.65504618
8,2026-12-28,11.6,55.5,643.7,7.6,60.36638963
7,2026-12-29,27.3,74.2,811.2,5.6,40.38048516
9,2026-12-30,26.2,46.6,1353.1,7.6,45.3659855
2,2026-12-31,20.4,73.9,612.2,7.6,68.14573864
6,2027-01-01,10.3,35.4,1311.4,5.3,42.57525933
10,2027-01-02,14.3,73.7,974.4,6.8,42.81449692
10,2027-01-03,21.6,58.2,652.9,7.7,94.08849379
5,2027-01-04,32.4,41.5,665.1,6,44.7017362
10,2027-01-05,25.6,37.6,1175.2,6.7,51.36774638
6,2027-01-06,33,67.9,1705.2,6,46.17857374
7,2027-01-07,16.3,36.7,1498.1,6.5,82.9689444
10,2027-01-08,34.3,32.9,1379.2,5.7,46.47672487
8,2027-01-09,24.6,46.6,1323.2,5.6,63.24883828
1,2027-01-10,26.8,32.4,1573.9,7.3,18.02901605
5,2027-01-11,28.5,81.5,677.9,7.9,43.09489257
3,2027-01-12,28.8,81.2,861.1,7.1,43.10914674
8,2027-01-13,24.3,53.8,902.2,5.3,94.66267992
5,2027-01-14,31.9,84.5,995.1,5.2,41.33013399
4,2027-01-15,16,62.5,992,7.9,89.36833598
10,2027-01-16,15,56.7,868,7.3,89.15240174
5,2027-01-17,26.2,87.7,1206.8,6,46.9744176
4,2027-01-18,24.7,34.1,1092.4,6.2,79.94743204
9,2027-01-19,30.8,38.9,1045.6,5.8,40.08023814
3,2027-01-20,28.4,59.5,1943.4,6.3,50.3537429
9,2027-01-21,23.2,39.2,1772.4,5.8,56.41204726
5,2027-01-22,24.6,69.5,1309.7,7.9,92.85239428
1,2027-01-23,16.9,33.1,1158.3,6,83.6441694
3,2027-01-24,26.3,66.4,1441.4,6,65.55530064
2,2027-01-25,15,34.8,1783.8,7.9,52.181999
3,2027-01-26,15.8,52.5,1788.9,5.4,71.69242144
5,2027-01-27,16.7,37.2,1115.8,5.4,77.09617681
1,2027-01-28,23.8,44.8,774,5.4,72.70152128
5,2027-01-29,21.6,58.7,1469.3,7.2,87.43563811
2,2027-01-30,10.7,79.4,778.8,7.4,42.24422759
10,2027-01-31,20.1,39.8,1913.7,7.4,44.97883511
7,2027-02-01,32.9,67.8,1216.2,6,65.47753473
8,2027-02-02,19.5,46.5,1761.4,6.1,56.33935753
10,2027-02-03,31.9,83.2,1266.5,6,46.50777433
4,2027-02-04,14.8,62.8,584.9,7.6,58.75857748
3,2027-02-05,31.9,52,1785.2,7.8,48.27214308
4,2027-02-06,12.3,75.7,773.5,7.8,35.69489996
10,2027-02-07,32.8,75.5,1258.2,7,47.99709425
8,2027-02-08,32.6,66.9,681.3,6.9,71.95047814
10,2027-02-09,27.8,56.1,1300.7,7.4,52.25195038
8,2027-02-10,10.9,73.2,857.9,6.3,43.72617476
4,2027-02-11,28.3,37.7,880.6,6.6,44.86013
1,2027-02-12,28.8,57.8,603.4,7.2,60.63463279
5,2027-02-13,13.2,34.6,1834.4,7,25.49705545
2,2027-02-14,31.1,65.7,1463.1,7.8,56.15728804
9,2027-02-15,28.1,52.2,1461.9,5.1,59.9387604
1,2027-02-16,14.8,38.4,794.8,7.9,35.95326632
10,2027-02-17,12.9,77.4,832,6.4,54.58326129
1,2027-02-18,32.1,45.6,597.2,5.4,36.12748034
3,2027-02-19,31.7,61.4,1460.6,5.2,65.77102203
8,2027-02-20,21.7,40.9,816.5,7,78.64142901
4,2027-02-21,16.2,80.9,1532.5,5.5,56.76435381
4,2027-02-22,24.2,83.5,1874.6,6.5,56.23480178
8,2027-02-23,11.2,64.4,1405.6,6.8,73.33181462
9,2027-02-24,25.2,45.7,1958.8,6.7,27.13402034
1,2027-02-25,26.4,82,1647,5.4,15.96293659
1,2027-02-26,24.7,32.2,1688.5,7.2,57.80522874
5,2027-02-27,34.1,41.8,1983.8,7.3,25.41834017
2,2027-02-28,22.6,39.5,704.9,7.2,70.3883572
7,2027-03-01,28.8,56,1958.6,6.6,50.85925362
10,2027-03-02,24.7,53.6,1862.2,7.6,73.45866057
5,2027-03-03,26.3,45.9,1825,7.8,15.25643241
6,2027-03-04,13.4,42.4,852.3,7.3,45.96540538
7,2027-03-05,14.8,72.9,1007.3,6.4,47.0247736
5,2027-03-06,10.1,69.8,866.7,7.2,67.16485016
10,2027-03-07,17.1,76.4,1942.1,5.3,50.46811692
2,2027-03-08,23.5,55.4,602.9,5.3,89.81033501
3,2027-03-09,19,78.1,1447.5,7.8,71.03464212
10,2027-03-10,14,52.1,911.6,7,70.7225436
6,2027-03-11,19.5,34.4,1154.5,5.4,67.90733904
2,2027-03-12,25.7,49.5,1852.6,5.5,20.57101378
6,2027-03-13,30,37.3,1480.6,6.7,44.47551438
5,2027-03-14,33.6,45.9,1500.6,5.3,23.71134321
3,2027-03-15,16.2,35.3,953.5,6.8,78.22714102
9,2027-03-16,33.8,35.7,1060,7,47.76438694
7,2027-03-17,28.6,67.4,849,5,55.85635303
6,2027-03-18,25.8,68.2,1766.4,7,51.54608046
6,2027-03-19,17.1,55.7,1262.4,7.2,92.93868624
8,2027-03-20,15.6,43.3,726,7.2,63.52051583
6,2027-03-21,15.3,57.5,1602,5.2,67.46746866
3,2027-03-22,30.7,59.5,901.1,6,72.04388372
9,2027-03-23,26.1,77.9,1802.6,6,36.40631308
1,2027-03-24,16.9,36.7,637.8,5.6,67.88103182
8,2027-03-25,23.7,60.7,943.4,5.9,86.89709781
1,2027-03-26,10.5,81.8,1166.4,7.2,38.60544561
4,2027-03-27,15.2,47.6,554.4,6.4,84.20635579
2,2027-03-28,10.5,73.5,744.5,5.7,43.35837773
1,2027-03-29,23.7,65.4,1417.6,7.4,94.57229415
8,2027-03-30,27.1,34,1993.8,5.7,14.23300374
9,2027-03-31,27,69.5,1797.3,6.2,53.00733287
6,2027-04-01,14.2,84.7,668.1,7.9,37.2189441
4,2027-04-02,29.2,47.7,673.6,7.6,40.04935008
7,2027-04-03,34.4,62.1,1006.3,6,72.21562928
8,2027-04-04,23.5,39.7,1799.8,5.7,52.71239364
6,2027-04-05,13,30.3,998.5,7,54.21787416
10,2027-04-06,14.7,65.5,1832.6,6.4,50.91482516
9,2027-04-07,25.8,79.2,660.7,7,47.62295703
10,2027-04-08,17.5,53.6,873.9,5.3,93.47024227
2,2027-04-09,21.4,65.6,767.7,7.4,94.42726894
9,2027-04-10,30.1,87.2,1563.6,5.3,18.2010196
7,2027-04-11,17.8,73.2,1557.3,7,58.24522339
7,2027-04-12,28.4,76.2,914.3,5.6,35.56920616
4,2027-04-13,29.7,77,1831.7,5.2,21.20730441
5,2027-04-14,25.6,72.3,621,6,50.00201203
2,2027-04-15,12.9,50.2,536.6,5.3,62.78956431
3,2027-04-16,34.9,47.5,1614.9,6.5,27.01513108
8,2027-04-17,19.6,34.7,920.1,5.2,73.52539664
1,2027-04-18,18.4,64.7,754.3,7.2,92.29157206
2,2027-04-19,12.3,56.3,670.8,7.6,62.42461186
8,2027-04-20,22.5,43.9,1562,7.7,47.12178849
9,2027-04-21,24.6,46.7,627.3,6.5,81.52952376
8,2027-04-22,19.2,41.3,1430.2,6.5,82.32921643
5,2027-04-23,33.4,38,648.9,5.9,35.04928031
5,2027-04-24,10.8,87.6,1365.3,7,56.46287609
10,2027-04-25,18.4,31.8,1194.8,7.4,68.93273687
9,2027-04-26,12.1,44.8,1944.6,5.2,11.70827399
8,2027-04-27,25.9,85.5,791.3,5.3,32.43558264
8,2027-04-28,20.4,78.1,1756.2,7.3,59.7026015
6,2027-04-29,11.7,30,901.1,7.6,33.17938969
7,2027-04-30,16.3,55.2,760.2,6.4,100
4,2027-05-01,29.6,83,1482.9,6.1,46.14556378
4,2027-05-02,33.6,80.7,1211.8,5.9,31.03346364
7,2027-05-03,26.5,53.4,555.6,7.5,60.1152231
7,2027-05-04,34.4,54.3,871.3,6.4,66.87829203
10,2027-05-05,22.7,63.2,1666.3,6.5,83.12359397
6,2027-05-06,17.2,79.1,1105.2,7.8,70.18743197
10,2027-05-07,27.7,61.8,1591.6,7.2,38.63929412
3,2027-05-08,25.2,86.7,509.6,5.4,34.63622838
7,2027-05-09,30.9,46.3,826.7,5.1,33.77807561
4,2027-05-10,11.5,86.5,804.2,6.3,41.30137271
9,2027-05-11,19,84.9,617.5,5.8,72.59463128
1,2027-05-12,11.1,57,1961.7,7.4,40.65688071
1,2027-05-13,12.8,80.5,1860.2,7.8,30.02724216
8,2027-05-14,22.8,42.2,666.2,6.3,76.0910207
10,2027-05-15,33.4,87,796.7,7.7,49.3930533
1,2027-05-16,18.9,48.9,1806.2,6.6,60.40396518
5,2027-05-17,27,84.9,1400.1,5.8,40.50868205
10,2027-05-18,19,74.3,1646.3,5.5,50.73562137
7,2027-05-19,32,47.6,554.1,6.3,53.2516152
4,2027-05-20,23,61.8,908.9,5.7,87.92045478
1,2027-05-21,22.9,43,1956.9,7.1,56.53909637
8,2027-05-22,15.4,38.3,1082.8,7.8,76.32291655
3,2027-05-23,14.2,46.2,957.1,7.2,47.22926046
5,2027-05-24,11.6,59.1,1987.6,8,32.57583043
3,2027-05-25,32,65.6,921.2,6.1,68.12119816
10,2027-05-26,31.7,62.8,1254.9,5,55.37944496
4,2027-05-27,25.1,82.2,1960.8,7.1,19.12348406
4,2027-05-28,18,47.2,1406.6,7.8,73.88624023
9,2027-05-29,17.8,45,1684.2,6.6,61.31633249
10,2027-05-30,21.9,41.5,1757,7.5,45.95519927
3,2027-05-31,25.6,31.1,1730.5,6.4,28.05760867
2,2027-06-01,11.2,89.8,615.6,5.5,41.12433893
1,2027-06-02,26.8,72.4,925.7,7.3,42.98277268
6,2027-06-03,14.2,42.6,1267.1,6,53.79966624
9,2027-06-04,16.2,47.7,1363.5,5.1,66.74654124
5,2027-06-05,10.9,88.6,1392.3,6.6,52.18826692
9,2027-06-06,25.2,87.9,531.9,7.6,51.07032116
6,2027-06-07,24,40.5,1236.4,6,78.6696033
10,2027-06-08,34.7,44.3,1357.8,5.7,42.69829159
7,2027-06-09,25.6,51.4,1325.9,5.9,65.16973011
10,2027-06-10,12.7,86.7,911.8,6.8,47.78613919
4,2027-06-11,16.1,41.4,691,7.4,75.67612716
8,2027-06-12,19.6,56.1,932.5,7.5,94.0718714
2,2027-06-13,17.2,72.2,778.4,7.8,63.69175153
2,2027-06-14,19.3,70.9,552.8,7.1,66.91755267
8,2027-06-15,32.5,89.2,799.9,6.7,47.39632509
7,2027-06-16,31.7,65.1,1760.5,7.8,42.61954239
8,2027-06-17,31.1,76.9,1338.5,6.8,41.69866945
8,2027-06-18,13.5,89.8,909.1,5.4,37.90084265
4,2027-06-19,28.2,53,1400.1,6.6,74.54979952
4,2027-06-20,24.8,59.8,1782.6,5.4,71.80835601
3,2027-06-21,29.9,79.7,1747.9,7,30.74267285
4,2027-06-22,22,88.7,1192.7,6,84.46501923
9,2027-06-23,16.5,72,1117.6,5.5,73.45359984
3,2027-06-24,23.6,67.6,1170.6,7,100
9,2027-06-25,16.8,42,1331.7,5.8,69.16173333
3,2027-06-26,29.7,74.9,629.8,6,53.08477745
6,2027-06-27,16.2,66.5,1347.3,5.3,90.39405034
10,2027-06-28,29.8,64.9,1472.3,6,71.17528179
1,2027-06-29,16.1,72.3,1863.7,6.5,58.3930801
9,2027-06-30,19.9,52.2,924.5,5.9,93.46764137
5,2027-07-01,31.2,87,1323.4,5.8,47.21178822
7,2027-07-02,25.2,42.1,644.2,6.3,50.83480779
4,2027-07-03,19.7,54.1,1260.6,6.7,100
8,2027-07-04,25.7,70.9,1378.1,7.7,38.30216543
1,2027-07-05,19.4,54,1435.7,6.5,100
1,2027-07-06,18.4,85,1572.5,7.7,55.26014275
8,2027-07-07,10.2,54.8,1363.5,7.6,55.09620032
7,2027-07-08,33.1,45.2,932.6,5.4,35.63783171
7,2027-07-09,28.3,56,1015.9,5.1,58.92365085
6,2027-07-10,16.8,42.4,951,7.8,68.43355642
3,2027-07-11,14.3,75.7,740.8,5.3,39.18635518
4,2027-07-12,15.9,48.2,865.7,6.3,80.64227084
3,2027-07-13,18.4,87,1519.8,5.9,51.61576337
3,2027-07-14,19.6,44.2,648.6,6,77.77720011
9,2027-07-15,12,72.2,1714.2,7,22.65460816
4,2027-07-16,22.2,70.8,1562.6,5.3,51.93796769
10,2027-07-17,23.7,47,1542.8,7,54.95560764
7,2027-07-18,19.3,55,1359.7,6.3,100
4,2027-07-19,23.3,49.3,1383.9,5.7,62.6852455
4,2027-07-20,29.6,45.6,1699.8,5.8,24.22686694
5,2027-07-21,27.1,39,1444.2,7.5,35.14237996
6,2027-07-22,15.8,83,1073.3,5.3,65.19648477
10,2027-07-23,25.5,73.5,532.7,6.4,51.21898181
8,2027-07-24,13.8,33.8,1018.1,6.9,47.28628726
10,2027-07-25,18.5,31.4,1003.3,6.8,76.32265127
2,2027-07-26,21.9,70.6,1530.5,6.8,59.29102294
1,2027-07-27,25.6,84.9,1764.4,5.4,16.24982237
3,2027-07-28,10.2,54.7,1907.2,5.1,40.51979776
7,2027-07-29,12.8,45.6,982.7,5.4,39.55611985
5,2027-07-30,10.6,84.9,1945.2,7.7,27.335724
4,2027-07-31,11.2,86.3,1400.6,7.4,39.72672519
2,2027-08-01,29,75,1081.2,6,48.81461476
9,2027-08-02,30.2,67.5,1591.8,7,51.93071396
6,2027-08-03,17.8,68.6,672.5,5,86.20689146
10,2027-08-04,15.4,36,661.3,6.2,76.63683582
8,2027-08-05,25.4,32,1285.8,5.2,44.00458214
7,2027-08-06,21.5,60.2,1565.9,6.2,81.86078377
8,2027-08-07,23,56.7,1261.8,7.8,93.59931213
7,2027-08-08,29.1,86.3,768.8,5.7,33.09051542
10,2027-08-09,32.5,32.7,757.3,5.6,46.49586734
2,2027-08-10,25.7,60.4,1963.5,5.3,43.39003125
4,2027-08-11,14.5,76,1774.1,6.6,21.37272188
4,2027-08-12,12.2,72.8,1691.4,5.4,11.78345442
7,2027-08-13,28.2,49.6,1572.5,7.9,27.07989836
2,2027-08-14,24.2,78.9,1603.3,8,43.61247109
3,2027-08-15,27,62,1917.8,5.9,42.12711701
5,2027-08-16,30.2,50.7,1273.1,5.1,54.11945953
10,2027-08-17,34.3,65.1,869.2,5.9,66.97446709
3,2027-08-18,10.5,67,829.7,5.6,68.52416488
1,2027-08-19,22.9,41.3,1280.6,7.5,70.59214683
5,2027-08-20,19.8,40.2,1615.4,7.2,48.99611205
1,2027-08-21,22,34.1,1530,5.5,47.88904298
9,2027-08-22,26.5,57.7,1935.7,6.2,51.61395596
6,2027-08-23,28,41.7,602.8,7.9,42.43934913
8,2027-08-24,14.5,48.4,948.8,7.9,31.65783728
4,2027-08-25,28.3,79.8,541.8,6.6,52.54082011
8,2027-08-26,23.3,44.4,1926.2,6.7,61.77764724
4,2027-08-27,31.2,75.1,1493.7,6.4,52.7706412
10,2027-08-28,15.4,49,901.3,6.9,77.03307507
8,2027-08-29,25.7,83.9,1827.6,6.8,26.79428762
10,2027-08-30,20.7,79.3,1570.5,7.6,45.45300301
4,2027-08-31,30.1,42.1,1719.7,5.7,23.22449705
9,2027-09-01,25,68.3,940.4,6,100
1,2027-09-02,21.5,50.8,1434.2,6.1,100
1,2027-09-03,24.5,71,1488.7,5.2,75.68273193
